"國家/地區別","總計","1.活動物；動物產品","2.植物產品","3.動植物油脂","4.調製食品；飲料及菸酒","5.礦產品","6.化學品","7.塑膠、橡膠及其製品","8.毛皮及其製品","9.木及木製品","10.紙漿；紙及其製品；印刷品","11.紡織品","12.鞋、帽及其他飾品","13.非金屬礦物製品","14.珠寶及貴金屬製品","15.基本金屬及其製品","16.機械及電機設備","17.運輸工具","18.光學及精密儀器；鐘錶；樂器","19.其他"
"104年 12月",1491480,37320,13054,758,4654,26081,96336,87022,2071,3093,4547,25368,2400,16957,23273,132914,871784,35711,60179,47958
"105年",19470701,517922,163990,7978,67001,227354,1288738,1226530,29584,35553,87787,342759,38199,258011,266122,1762697,11148517,534586,836779,630594
"105年 1月",1670496,35990,13503,897,6090,29685,100677,104561,3448,3614,6011,32897,4758,21677,15376,147001,958713,55938,69554,60106
"105年 2月",1378931,33881,11538,702,4098,11277,95528,82089,2783,2458,6220,23570,2621,14337,21599,123487,792479,41111,64144,45009
"105年 3月",1620149,41409,14032,716,6943,21244,114382,97918,2482,3209,7458,27995,4362,22353,12872,129350,948693,45070,64450,55211
"105年 4月",1523517,41658,15070,657,6060,16458,105180,106669,2250,2418,6434,27832,3251,22459,15177,149238,838006,42821,65862,56017
"105年 5月",1549836,37726,15181,602,6047,20835,100749,103341,2258,3960,6895,27920,2806,21060,17426,147168,880080,38564,65838,51380
"105年 6月",1613421,48158,18228,726,6683,12790,95700,98681,2217,3028,6182,28705,2924,19678,21366,143899,952179,39355,65588,47334
"105年 7月",1838621,74073,19417,674,5403,16628,121068,124220,2851,2950,7771,32479,3293,24295,17962,168217,1028335,48373,85012,55600
"105年 8月",1622200,46344,11851,463,5495,12225,101246,96419,2556,3430,7311,27035,2972,22151,39164,150159,939492,41086,64399,48402
"105年 9月",1570838,34776,10794,579,4505,27250,84417,94430,2159,2591,7884,27488,2990,18077,24684,121681,944057,40845,72722,48909
"105年 10月",1820255,49902,11838,1071,5404,39585,135548,117124,2357,3485,9500,32185,3506,26819,40761,176567,971268,52204,82108,59023
"105年 11月",1620007,31722,9905,451,4291,9261,125317,98283,2213,2281,7070,26220,2436,22541,20342,145343,945912,47813,67988,50618
"105年 12月",1642430,42283,12633,440,5982,10116,108926,102795,2010,2129,9051,28433,2280,22564,19393,160587,949303,41406,69114,52985
"106年",20573772,593385,168636,7404,74713,124374,1396066,1462720,29346,26789,115190,359765,35826,268324,220540,2158784,11430319,557987,895770,647834
"106年 1月",1639525,50137,14884,766,5037,4589,107144,106868,3843,2554,9155,33676,4358,25399,15425,179604,886908,50642,76737,61799
"106年 2月",1462372,37273,12622,599,3500,4654,97822,99174,2488,1120,7322,26006,2601,20398,25810,153516,819381,37151,63550,47385
"106年 3月",1649817,47027,15596,733,5996,6241,111144,114716,2435,1924,6431,28668,3291,23844,16161,169163,924297,43554,70061,58535
"106年 4月",1645574,36983,14982,314,6747,8006,121238,122208,2529,2004,9243,29492,3474,24035,15818,194031,875587,48196,74678,56009
"106年 5月",1591676,47231,15176,667,6881,8393,123255,119864,2390,2620,8543,28863,2305,21918,15155,172463,843620,41954,79027,51351
"106年 6月",1690841,63186,15034,666,5188,3276,102291,117377,2210,2091,7212,27720,2541,18902,16669,178779,969242,42132,68425,47900
"106年 7月",1942276,63205,20208,575,9028,10912,136748,137938,2337,3011,10439,32406,3058,21917,14097,195622,1083770,56435,83315,57255
"106年 8月",1709387,32244,13007,285,6366,10790,109214,114933,2127,2307,8989,30968,3135,20726,34769,175094,973981,50688,69013,50751
"106年 9月",1953821,55873,13676,1034,6357,28367,118810,138268,2365,2515,11440,33439,3518,23793,22113,185552,1111976,51673,86124,56928
"106年 10月",1712496,52802,10487,501,5674,13187,109315,125706,2395,2634,13182,29277,2474,21321,14923,173509,958075,46513,78054,52467
"106年 11月",1788443,46949,10096,515,8104,15110,130711,133548,2159,2126,13752,31276,2582,22941,15823,179858,998166,43649,74798,56280
"106年 12月",1787544,60475,12868,749,5835,10849,128374,132120,2068,1883,9482,27974,2489,23130,13777,201593,985316,45400,71988,51174
"107年",22800957,615071,187528,8556,88306,606843,1601339,1915623,29097,30617,113777,371254,38567,298662,264341,2296250,12168514,559635,953367,653610
"107年 1月",1879262,41509,15873,841,7449,4402,153098,145533,2384,2908,12130,34257,3751,27022,14966,201694,1010776,48297,87780,64592
"107年 2月",1571175,55878,12634,463,5952,6078,120230,132802,2418,1720,7582,27559,3686,23183,10729,172864,825225,47751,66208,48213
"107年 3月",1996516,60504,25077,854,9440,15390,141224,182218,2563,2284,11171,31670,3611,29863,19056,205416,1054092,49739,87899,64445
"107年 4月",1787030,35033,15915,676,6657,31761,115048,158770,2237,2270,9746,30609,3762,25931,16753,202629,962382,39291,74723,52837
"107年 5月",1857238,49102,14857,693,8069,46854,130457,157690,1886,3121,7202,31736,2453,21468,43281,191068,984788,40259,72149,50105
"107年 6月",2040216,62984,20363,302,8702,173362,122886,175177,2367,2337,8573,32965,3230,24927,37710,201493,968604,46941,94447,52846
"107年 7月",2020059,71903,17814,711,6777,53170,144535,168855,2816,2355,13123,32240,3730,23539,18821,199593,1080431,49124,78126,52396
"107年 8月",1784275,50584,12169,693,6516,65467,125477,168116,2943,2396,11644,32828,3425,22578,20232,165114,913340,48224,78107,54422
"107年 9月",2029546,46799,13854,782,8271,89245,129717,158674,2340,3618,9488,28513,3146,26567,17386,198144,1107836,48016,81508,55642
"107年 10月",2030395,43427,11088,610,5546,82308,159223,163646,2498,2651,8220,29502,2995,26377,30548,187737,1095259,47289,80952,50519
"107年 11月",1941621,52119,12634,717,7548,17454,131873,160774,2021,2935,8536,31259,2469,22138,17715,190699,1098816,48546,77241,56127
"107年 12月",1863624,45229,15250,1214,7379,21352,127571,143368,2624,2022,6362,28116,2309,25069,17144,179799,1066965,46158,74227,51466
"108年",23278741,525523,192632,8749,162620,521230,1382332,1803924,26242,29326,124190,338604,36927,257731,244772,2214049,13310784,535571,883979,679556
"108年 1月",2129423,52288,16584,795,11414,27570,135991,166048,2949,2961,8915,36565,3867,25111,17664,225055,1190201,49910,81688,73847
"108年 2月",1536041,25354,12110,543,5890,23523,89741,130943,1871,1666,6759,22211,2222,17467,12709,153052,886821,37667,61373,44119
"108年 3月",2058574,47536,18140,762,13049,24644,134920,186407,2273,2447,11083,31174,4669,25600,15258,218600,1123965,50906,79323,67818
"108年 4月",1674612,45564,14076,420,13190,22854,102116,144858,2394,2124,8054,24033,3158,19847,18628,161730,948836,32854,62102,47774
"108年 5月",1883310,38854,18123,481,14750,6055,124028,176624,1936,2491,13572,32131,2835,24067,31302,188742,1025634,44896,77160,59629
"108年 6月",2060860,48953,21105,958,15394,44347,146843,174289,2119,2609,11601,31490,3117,23185,16748,197157,1139620,47788,77458,56079
"108年 7月",1845681,59106,19629,525,15796,23465,111698,140857,2175,2243,7386,26622,3307,18771,20399,182428,1033806,45495,77401,54572
"108年 8月",1967928,42498,15789,506,18617,67342,108539,152328,2367,3291,13068,28410,3238,21061,14439,165929,1135897,51501,69265,53843
"108年 9月",2058697,51219,15347,1992,15877,39588,103751,142019,2302,2593,12920,28994,2928,19913,20276,194535,1222129,45038,81660,55616
"108年 10月",2057610,44068,12808,658,14636,128418,109826,125809,1718,2529,10515,24123,2548,22458,15458,175613,1202656,41707,69929,52133
"108年 11月",2040736,29518,14840,636,14266,58864,116722,150160,2437,2710,13577,29286,2610,21822,34940,192304,1171707,48406,76924,59007
"108年 12月",1965269,40565,14081,473,9741,54560,98157,113582,1701,1662,6740,23565,2428,18429,26951,158904,1229512,39403,69696,55119
"109年",23398254,436189,189663,7124,111897,364241,1272898,1503970,19612,19432,98389,299922,29552,244384,332866,1905668,14503578,484850,888123,685896
"109年 1月",1912130,41928,16204,624,12767,44131,107991,139966,2389,1910,9046,28783,3063,24201,34877,189386,1080509,39760,69691,64904
"109年 2月",1996304,41695,16312,656,9980,23685,101828,136867,1743,1437,10163,25735,2204,21123,21895,160048,1248864,41918,73884,56267
"109年 3月",2002812,36944,17981,1359,9433,16495,112241,140459,2399,2010,9719,24585,3753,20448,25628,165840,1243359,46436,66687,57036
"109年 4月",1967300,39467,17903,507,8163,32916,92683,139127,2004,1280,7237,25195,2660,19056,25738,162542,1228989,37620,70292,53921
"109年 5月",2025258,34026,20224,634,12049,26912,131196,137097,1854,1450,7666,26979,3021,26340,24427,183448,1217765,46686,69335,54149
"109年 6月",1829523,34288,19401,308,8279,10802,97750,113787,940,1091,5413,19378,1667,15835,20190,141327,1192716,29965,67099,49287
"109年 7月",1783831,42823,18121,547,8835,34980,94434,123451,1211,1601,8502,25153,2543,14549,24746,134819,1089973,36108,65384,56051
"109年 8月",1803424,27165,13945,435,8404,24412,90354,117315,1430,2235,10640,24786,2575,21917,22376,157656,1102036,40543,73789,61411
"109年 9月",1902169,39340,11485,567,9078,39895,95794,110149,1462,1886,7401,21141,2199,17899,22864,140848,1220424,37159,68585,53993
"109年 10月",2154288,40494,11787,544,8203,31327,119806,119769,1393,1697,6402,27096,2313,20229,24668,160438,1394321,38711,86124,58966
"109年 11月",1992528,31615,13423,510,10605,35636,117038,119325,1523,1713,10079,27194,2020,20462,32659,169520,1202603,47401,89784,59418
"109年 12月",2028687,26404,12877,433,6101,43050,111783,106658,1264,1122,6121,23897,1534,22325,52798,139796,1282019,42543,87469,60493
"110年",29206218,430833,204930,9501,121705,386490,1818670,1961013,22288,20852,87867,321918,31374,271585,448088,2652686,18086507,566119,1007929,755863
"110年 1月",2325098,37802,14456,490,7450,8015,123950,132470,1459,1383,7690,27217,3180,24130,26821,195769,1505937,47646,92949,66284
"110年 2月",2004955,33600,13111,842,8899,37773,106368,136158,1486,1458,7530,28026,2289,19568,17270,165211,1249221,41376,73883,60886
"110年 3月",1994219,25373,19143,627,13339,19584,133605,146753,1877,1410,6281,27148,2816,20462,45200,198936,1141344,46422,78440,65459
"110年 4月",2524724,29114,22198,552,8608,41815,138231,148638,1568,1574,8092,26100,2558,21061,26326,180420,1683790,40434,80936,62709
"110年 5月",2408563,44648,26530,820,13330,33523,194442,185672,2202,1886,7731,30759,2691,25242,26243,231821,1383008,52192,79660,66163
"110年 6月",2264792,39020,24545,774,8638,34360,158731,162251,1443,1666,6071,25275,2042,22401,84661,196426,1320232,42021,74768,59467
"110年 7月",2597786,38525,17964,732,13302,12096,184146,187503,2389,1810,6276,29586,2853,22688,35338,218669,1612983,56850,89115,64961
"110年 8月",2513519,37737,15429,745,12051,80552,143556,179332,1708,1559,8344,26331,2851,25257,28716,240275,1520909,43269,82702,62196
"110年 9月",2599567,32725,13912,543,9776,8901,153454,183148,2173,1905,6562,27923,2791,22126,34802,244269,1661351,47629,82456,63121
"110年 10月",2647844,44202,12288,1215,11081,33339,151915,171103,1847,2574,6588,25725,2867,24007,61306,274645,1616278,53147,91402,62315
"110年 11月",2571021,36455,12105,1489,7731,19713,167635,163473,1628,1965,7563,24232,2142,23253,26028,260155,1620359,49762,85193,60140
"110年 12月",2754130,31632,13249,672,7500,56819,162637,164512,2508,1662,9139,23596,2294,21390,35377,246090,1771095,45371,96425,62162
"111年 (1~11月)",28073493,431889,173814,21405,109290,528824,1612859,1723065,18248,19616,68552,276294,27741,196902,429340,2477101,18055848,444450,876908,581347
"111年 1月",2663719,42072,14237,1343,8917,95016,174805,162075,2044,1922,8477,28164,2699,22353,57812,286420,1549334,45753,93516,66760
"111年 2月",2307886,34537,15313,1075,8394,11832,146416,150253,1889,1581,5432,26722,2340,21055,52044,227715,1428211,41229,77326,54522
"111年 3月",2955813,44332,25016,1255,8863,34167,183363,193001,1982,1639,7707,28062,2917,23075,44902,273438,1879569,46869,92705,62951
"111年 4月",2668003,33182,22303,1116,12650,78821,167672,166735,1316,1781,5880,26776,2668,18847,27348,255015,1659902,40977,86518,58496
"111年 5月",2842452,43498,20558,1344,14624,16376,189242,195711,2204,1746,8030,29823,2779,21524,41084,284502,1771738,46295,88565,62809
"111年 6月",3063956,38878,17956,1443,14975,78287,161912,183375,1605,2134,6616,26937,2698,16593,35471,237616,2049165,40358,91873,56064
"111年 7月",2928584,66565,18852,1461,14890,14689,162769,186516,1982,2270,6658,29106,2964,21416,34957,255239,1904260,51328,93173,59489
"111年 8月",2918336,39132,14896,2009,11995,138341,154153,183146,1971,2138,7232,29186,3099,17743,56111,230878,1838067,45680,87677,54882
"111年 9月",2581839,51455,11712,5289,7386,32156,119655,149601,1560,2428,7034,25536,2772,15837,53658,202608,1717149,41069,83938,50996
"111年 10月",3142905,38238,12971,5070,6596,29139,152872,152652,1695,1977,5486,25982,2805,18459,25953,223670,2258453,44892,81617,54378
"111年 11月",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

