"國家/地區別","總計","1.活動物；動物產品","2.植物產品","3.動植物油脂","4.調製食品；飲料及菸酒","5.礦產品","6.化學品","7.塑膠、橡膠及其製品","8.毛皮及其製品","9.木及木製品","10.紙漿；紙及其製品；印刷品","11.紡織品","12.鞋、帽及其他飾品","13.非金屬礦物製品","14.珠寶及貴金屬製品","15.基本金屬及其製品","16.機械及電機設備","17.運輸工具","18.光學及精密儀器；鐘錶；樂器","19.其他"
"94年 3月",2052292,17311,136333,2246,41720,8582,306245,84400,18484,6471,33205,26227,325,22504,10703,71046,750389,253921,166128,96051
"94年 4月",1909048,16434,129944,258,32711,8335,306392,69412,19253,4576,25809,26204,164,16695,8154,54047,736410,241571,158458,54221
"94年 5月",2228347,27384,168629,1122,35064,7732,245338,87611,17969,9926,28128,20572,214,30675,11863,72914,841257,254641,216590,150718
"94年 6月",1797777,36308,154075,197,37673,7392,242173,78490,16282,5275,25510,22688,118,36139,24478,58313,715832,88738,182809,65287
"94年 7月",1752017,30196,117950,380,33170,6679,288249,79157,19682,5410,28113,14412,199,27993,8726,57300,717462,99020,165116,52804
"94年 8月",1866852,13746,119773,541,35276,6561,253795,80857,13611,3916,30608,16161,97,33556,10698,70778,719456,241048,155986,60388
"94年 9月",1632485,12709,93835,584,29187,6029,264350,75678,13219,4899,28790,16351,205,39023,9050,59370,664379,87902,176856,50066
"94年 10月",1758165,18242,157096,1515,43368,6994,242431,78900,16934,4555,29571,13589,228,30051,12269,64388,699025,104824,178131,56054
"94年 11月",1818011,14941,193262,567,39383,7007,208445,72479,15013,6546,26215,10473,196,22136,23688,49993,758378,111289,211269,46731
"94年 12月",1632419,13681,133424,1257,36094,8751,186972,69305,15317,5759,25303,12210,274,25946,19683,59416,603870,100942,169663,144552
"95年",23839305,273912,1709143,7708,439629,132398,3120803,984907,221374,69619,328314,237407,2700,381267,244927,996052,9718685,2066217,2250136,654108
"95年 1月",1605810,24259,119091,441,38017,6555,218310,75721,14243,5629,26441,16181,189,29813,11583,55213,650491,114138,153899,45594
"95年 2月",1863017,21063,160370,610,38252,9429,288307,85885,16013,5498,27893,15089,182,32526,19026,68155,760336,119790,160179,34416
"95年 3月",1902598,24540,136883,352,42922,6575,236839,77980,19420,7099,26450,22072,248,54474,18382,93499,797215,143282,158065,36301
"95年 4月",1907100,33372,143754,435,37831,48542,268791,75504,17823,6073,27606,26993,387,27919,16505,87130,696273,152569,198337,41255
"95年 5月",1990173,29899,95566,369,38889,7670,263125,85478,21250,6603,31800,22281,480,31422,23144,86882,836598,134191,218189,56336
"95年 6月",1960051,21500,107954,311,29085,6500,253532,80857,21994,5276,31072,25119,238,27156,28585,61485,873425,145766,186618,53578
"95年 7月",2440739,21603,155903,1080,39501,8032,289816,94391,19026,7464,31004,29529,225,32547,21630,101584,971421,283844,241159,90981
"95年 8月",2013579,21356,185911,1095,32222,7680,271496,90648,19758,4989,28453,28336,130,31793,19365,68500,851632,96873,192094,61251
"95年 9月",1811510,17102,101644,898,30651,8700,233641,73214,20593,4822,25543,11468,165,27737,13098,72075,800055,118781,179691,71631
"95年 10月",1939488,19502,167260,847,37751,7961,241336,92720,17115,5565,27342,10334,205,29187,27185,115024,758788,155011,183749,42607
"95年 11月",2294650,20479,164899,762,37805,7583,292186,85049,19369,4725,22100,15906,121,25754,24020,88551,902419,329074,173744,80105
"95年 12月",2110590,19235,169908,509,36705,7171,263424,67460,14770,5877,22608,14102,130,30938,22404,97952,820032,272897,204414,40053
"96年",27508082,244936,2302158,19769,458805,267491,3665036,922932,233803,64209,377473,237924,2635,513111,319597,1555634,11051916,2245518,2418238,606898
"96年 1月",2218460,21524,244958,1905,48574,26068,348831,81876,19267,4973,32843,19146,264,35864,30578,108554,792587,147277,200920,52452
"96年 2月",1576476,11420,143577,279,28027,23312,244545,63564,14794,3634,24396,17745,144,31823,20589,74696,626973,96367,119528,31065
"96年 3月",2274715,18047,195910,309,47670,13280,337775,78411,27531,5692,33031,19729,278,38966,21135,136981,764606,309133,184176,42056
"96年 4月",2343800,20864,171440,1211,40810,7276,358778,79838,22287,5160,32270,21890,261,55765,21444,111167,867976,291428,198097,35837
"96年 5月",2261754,19110,147705,635,39024,12694,300434,91614,23177,5926,31584,23116,130,37895,29614,116890,986755,155717,182488,57246
"96年 6月",2510393,16808,166119,611,33750,45229,264072,76255,22704,5525,27925,25005,97,47317,19555,136613,1054987,287660,239637,40523
"96年 7月",2673880,23830,215736,612,37631,41747,297035,80037,21596,6793,38808,25134,150,41656,25799,116591,1164762,130361,308036,97566
"96年 8月",2397627,19031,215056,10297,36737,15998,313198,72524,20461,6312,33006,18643,155,38934,22859,127701,1058133,110821,230526,47234
"96年 9月",2258062,23228,208973,1068,35088,17059,279137,70442,12232,4571,29400,13177,227,52049,22988,158942,853031,246879,181468,48102
"96年 10月",2172382,22986,193140,1104,37785,13278,307060,77560,17202,4067,32222,23645,287,46829,32367,157892,847400,112646,198114,46799
"96年 11月",2100472,24671,185370,926,35935,19066,275526,74196,15744,6323,29504,15610,333,43441,30741,148935,891710,86709,161371,54362
"96年 12月",2720061,23418,214173,813,37776,32485,338645,76615,16808,5232,32482,15083,311,42572,41930,160669,1142996,270519,213877,53656
"97年",27333463,325042,2776376,30831,523827,578658,3780432,928955,232301,59751,452073,221543,2481,474196,363579,2344727,10515728,1441041,1699564,582358
"97年 1月",2563867,25074,307475,1767,46985,36116,317626,86658,13099,5153,36564,21699,317,55503,33943,152497,1121634,97759,159787,44212
"97年 2月",1948903,17756,192295,702,38321,13539,277817,66616,14708,3588,33881,12167,264,39800,25077,136221,833079,83265,124827,34980
"97年 3月",2958866,31991,366196,450,48448,73606,316016,98251,23580,7191,40991,21741,215,55293,38457,260457,1216422,101649,200103,57809
"97年 4月",2711273,25298,316048,996,44873,30234,345711,79771,23098,5327,34876,24009,157,45457,32148,209951,1036755,251674,157399,47492
"97年 5月",2211322,28001,243232,991,37192,62500,319878,78038,19171,6247,35296,16641,103,35707,40114,218934,796017,101392,123501,48368
"97年 6月",2680148,28474,202966,16133,45253,12271,348992,90759,15899,5549,39134,22136,308,47603,36039,273180,994828,249831,208125,42667
"97年 7月",2504519,29490,164019,6211,48515,21545,349723,87747,17147,4649,45771,24027,257,49877,40127,363854,938045,104074,139346,70094
"97年 8月",2706606,30391,215172,1022,47917,188289,399714,89349,21295,4179,44539,16311,286,45201,31588,312969,973478,89384,149875,45648
"97年 9月",2284764,36030,213322,1029,41917,115647,390784,79910,24256,7490,49692,24997,104,18594,23685,170655,761342,147739,131913,45658
"97年 10月",1785806,27145,169041,526,43513,9033,268178,72903,19484,3601,38174,15451,161,31817,26694,115173,698357,78774,125298,42485
"97年 11月",1619006,23050,205797,694,37296,11560,242937,53630,23762,3368,28032,12679,136,31327,27875,78154,618016,68633,95231,56829
"97年 12月",1358385,22343,180814,313,43596,4318,203056,45324,16802,3411,25121,9685,175,18017,7832,52681,527755,66867,84158,46118
"98年",18735649,328510,2091281,15099,527100,229067,2632441,647176,130272,47938,340398,157319,2917,183276,322389,1139028,6649288,1109425,1518768,663956
"98年 1月",881054,23545,141797,234,35115,2469,101360,24785,12499,2780,17523,9877,193,5417,5910,35203,293746,53491,64190,50923
"98年 2月",1286252,22021,153071,355,45265,11296,166288,32135,9688,3834,17888,11382,367,5874,14283,53682,389923,223425,73215,52259
"98年 3月",1307505,24812,160260,491,42478,10270,151445,36641,10300,4041,20892,10400,357,8314,13497,83115,494925,84722,88005,62540
"98年 4月",1316245,28523,214901,451,50388,16920,192411,40781,12295,3410,22128,11997,302,8273,19431,63887,406541,75953,91634,56018
"98年 5月",1380253,24620,156407,400,38918,18559,236751,49722,10023,4458,30106,20092,123,17820,23371,66646,445110,69460,129050,38616
"98年 6月",1652975,30881,160929,657,50339,34822,243179,63682,11142,3653,31507,18872,171,17306,31700,90431,615337,75655,121129,51583
"98年 7月",1659758,23430,197926,263,42755,30016,259146,62557,9183,5199,32244,16405,55,18386,25906,95277,595657,67997,132188,45167
"98年 8月",1661209,25808,176575,5632,41033,8057,238375,65454,9835,3772,33987,19076,340,22678,32585,114716,561123,99334,143210,59620
"98年 9月",1754579,29441,217629,4516,44113,27996,238750,65379,9642,3771,38799,11548,123,19801,29686,139360,576576,92900,148112,56436
"98年 10月",1811371,38218,107971,630,41107,25401,225300,65780,10543,3356,32502,12780,514,20991,43290,95851,757292,87984,180637,61223
"98年 11月",1991058,29251,170186,801,45999,28100,269015,73020,11124,4491,33373,8097,220,19233,53999,134191,791882,89591,161482,67005
"98年 12月",2033391,27960,233632,669,49590,15162,310420,67241,13998,5174,29449,6795,153,19182,28730,166667,721175,88911,185916,62567
"99年",26274123,446327,2121047,20072,611529,440638,3603986,998989,210422,68378,432843,251766,3377,187146,384570,1753867,9938579,1786961,2161338,852290
"99年 1月",2059126,39751,296381,2363,49044,32147,270692,72033,11046,5743,36395,16633,297,20453,28625,123434,737176,110582,144437,61892
"99年 2月",1723565,30912,167224,568,43103,49098,255597,58206,10248,3189,27184,14498,240,17275,18384,98414,657661,105009,129256,37499
"99年 3月",2289526,43111,193162,4023,57461,11311,308075,86148,16404,4941,40097,24758,252,16918,32084,127790,893017,113156,244531,72286
"99年 4月",2039570,34376,148950,675,49198,40903,298603,75023,15240,4821,33330,24195,165,11985,29690,107857,844503,98065,166750,55239
"99年 5月",2115709,37853,173539,753,59747,57018,291668,96543,22552,5922,43727,24944,175,14974,32233,146553,758994,80083,197472,70958
"99年 6月",2061970,35149,124418,617,51361,62047,301026,91314,25015,6119,33994,26508,370,13034,34247,141078,729062,108235,202797,75578
"99年 7月",2188761,45264,114914,783,52091,20409,362863,81729,21667,6320,33310,27141,325,13232,30403,145536,929218,90202,153032,60322
"99年 8月",2259142,38191,158793,2149,44876,11383,302716,92812,19640,6613,42767,23905,231,16150,38842,198167,883141,107497,196658,74610
"99年 9月",2228566,29898,143078,5454,45022,61450,259409,86861,16588,5038,40407,18583,172,13202,26380,200792,906761,136882,166194,66396
"99年 10月",2257631,40666,144979,722,52306,22517,308231,83740,16729,5785,34238,9683,553,16561,37751,140367,878112,122438,207407,134848
"99年 11月",2577066,36313,221704,1209,47872,32432,306911,82599,17335,7387,34705,11581,190,16201,36859,162319,891456,425922,176754,67318
"99年 12月",2473491,34842,233903,755,59448,39922,338195,91983,17958,6499,32689,29336,407,17163,39072,161559,829477,288890,176049,75344
"100年",27025167,461104,2433070,10751,641971,566603,4078227,1249315,222689,74153,470846,273496,2773,186280,415273,2296999,9081727,1504583,2081644,973662
"100年 1月",2577464,50193,246056,509,56658,70432,328281,108009,19779,5404,38535,34367,223,17244,32794,189800,1031501,117729,175708,54241
"100年 2月",1975419,26727,190036,659,36783,69719,293053,93501,14936,4262,32432,26069,129,12926,28636,155812,697310,104232,143173,45023
"100年 3月",2593757,42813,238548,709,49510,32817,386281,116041,20505,6748,39847,30166,323,16104,40096,200978,900541,137716,241818,92196
"100年 4月",2276880,42420,249706,850,55504,24954,345581,108720,18953,7392,39693,47994,145,13834,38121,189665,722378,135135,165199,70636
"100年 5月",2699151,43556,322918,1082,52881,64531,374474,115386,20911,7355,42933,31668,272,17698,54554,187297,920861,170832,209324,60619
"100年 6月",2235612,35288,242261,826,51177,51552,296446,104760,22040,6128,40734,17759,75,16554,45110,186253,768259,131485,158679,60228
"100年 7月",2240074,35653,187771,543,51139,32588,459923,101266,16409,5866,49935,16606,344,15981,30462,188930,685575,110851,160247,89985
"100年 8月",2231856,35997,154714,968,50434,56773,319200,95277,20366,8608,49270,13919,122,15332,28874,193238,795851,123496,180495,88921
"100年 9月",1880148,37762,115313,1333,58166,45419,337656,108760,18851,4811,34828,7106,144,15661,31947,224745,526987,124014,124758,61887
"100年 10月",2075886,42153,94743,1157,56530,37316,380034,108402,16232,6263,34482,10491,400,19197,35611,215812,609031,126214,195592,86226
"100年 11月",1983376,32774,176020,1370,60603,39033,274426,104099,20657,4434,36688,12610,299,12868,24182,203067,679334,102533,124533,73845
"100年 12月",2255544,35769,214982,745,62585,41470,282872,85094,13050,6882,31469,24741,297,12882,24887,161401,744098,120348,202117,189856
"101年",24843729,422317,1919639,8558,680989,947406,3813847,1065743,160512,67767,405481,267822,6627,179609,377009,2000085,8205911,1565232,1963139,786034
"101年 1月",1920686,37376,176260,933,57287,98116,298291,70995,9559,5083,29879,23018,278,12648,10867,169999,629828,118216,111901,60151
"101年 2月",1874757,54088,170901,456,58401,38333,292030,88392,11331,6367,34552,15924,176,11186,13276,162664,609103,121618,130982,54979
"101年 3月",2113711,39596,138283,480,46114,37642,331035,87576,12469,5630,29829,22038,384,13600,61792,157986,778866,117225,165955,67214
"101年 4月",2264674,30592,151738,1209,51566,177444,347395,102598,14863,7149,31297,22110,735,15910,36901,202621,648626,124872,213414,83634
"101年 5月",2243258,30464,142462,768,56984,72442,373755,109893,13407,7215,37085,32807,761,14644,43942,222384,728615,134794,160827,60008
"101年 6月",2028605,22730,111894,594,54038,82067,281096,93632,11000,4800,34090,27944,736,14818,55503,157370,736930,118721,171947,48696
"101年 7月",2459741,27018,172949,822,63024,34298,397525,105641,16512,4716,40526,23668,545,17827,23441,204695,911110,156065,185406,73953
"101年 8月",1939542,24401,141003,1065,56177,18402,333368,83854,14164,4411,42925,17965,498,16596,18899,157653,658961,125549,148871,74778
"101年 9月",1944972,38087,142079,394,55407,55832,274831,92246,19551,5494,36393,25808,377,17993,19029,190723,605926,139902,169404,55495
"101年 10月",2056579,45587,132833,528,63148,106220,299734,85331,18921,6259,36819,24759,783,14925,24199,147438,637194,148634,193433,69837
"101年 11月",1828662,37823,238819,1012,58528,20158,240402,78387,11796,5582,28840,14271,598,15775,17382,123038,595780,128022,131550,80898
"101年 12月",2168541,34556,200418,297,60315,206453,344386,67198,6939,5060,23247,17509,756,13687,51777,103515,664972,131615,179449,56391
